Character,Middle Chinese,Cantonese,Mandarin
功,kuwng1,gung1,gong1
加,kæ1,gaa1,jia1
劣,ljwet4,lyut3,lie4
劤,kjɨn3,ging6,jin4
劥,khæng1,haang1,keng1
劦,hep4,hip6,xie2
助,dzrjo3,zo6,zhu4
努,nu2,nou5,nu3
劫,kjæp4,gip3,jie2
劬,gju1,keoi4,qu2
劭,dzyew3,siu6,shao4
劻,khjwang1,hong1,kuang1
劼,khɛt4,kit3,jie2
劾,khɛj3,hat6,he2
勁,kjieng3,ging6,jing4
勁,kjieng3,ging3,jin4
勃,bwot4,but6,bo2
勇,yowng2,jung5,yong3
勉,mjen2,min5,mian3
勍,gjæng1,king4,qing2
勒,lok4,lak6,le4
動,duwng2,dung6,dong4
勘,khom3,ham3,kan1
務,mju3,mou6,wu4
勛,xjun1,fan1,xun1
勜,ʔuwng2,jung2,weng3
勝,sying1,sing1,sheng4
勝,sying3,sing3,sheng4
勞,law1,lou4,lao2
勞,law3,lou6,lao2
募,mu3,mou6,mu4
勠,ljuw1,luk6,lu4
勡,phjew3,piu3,piao4
勢,syej3,sai3,shi4
勤,gjɨn1,kan4,qin2
勦,dzræw1,ziu2,jiao3
勩,yij3,jai6,yi4
勮,gjo3,geoi6,ju4
勰,hep4,hip3,xie2
勱,mæj3,maai6,mai4
勴,ljo3,leoi6,lü4
勵,ljej3,lai6,li4
勷,nyang1,joeng4,rang2
勸,khjwon3,hyun3,quan4
勺,dzyak4,soek3,shao2
勺,tsyak4,zoek3,zhuo2
勻,ywin1,wan4,yun2
勼,kjuw1,gau1,jiu1
勽,baw3,bou6,bao4
勾,kuw1,ngau1,gou1
勿,mjut4,mat6,wu4
包,pæw1,baau1,bao1
匈,xjowng1,hung1,xiong1
匉,phɛng1,paang1,peng1
匊,kjuwk4,guk1,ju1
匋,daw1,tou4,tao2
匌,kop4,hap6,ge2
匍,bu1,pou4,pu2
匏,bæw1,paau4,pao2
匐,bjuwk4,baak6,fu2
匑,kjuwng1,gung1,gong1
匕,pij2,bei2,bi3
化,xwæ3,faa3,hua4
匙,dzye1,ci4,chi2
匚,pjwang1,fong1,fang1
匜,ye1,ji4,yi2
匠,dzjang3,zoeng6,jiang4
匡,khjwang1,hong1,kuang1
匣,hæp4,haap6,xia2
匤,khjowk4,kuk1,qu1
匧,khep4,haap6,qie4
匨,tsang1,zong1,zang1
匪,pjwɨj2,fei2,fei3
匭,kwij2,gwai2,gui3
匯,khwɛj1,wui6,hui4
匰,tan1,daan1,dan1
匱,gwij3,gwai6,kui4
匱,gwij3,gwai6,gui4
匴,swan2,syun2,suan3
匸,xej2,hai2,xi4
匹,phit4,pat1,pi3
匹,phit4,pat1,pi3
医,ʔej3,ai3,yi4
匽,ʔjon2,jin2,yan3
匾,pen2,bin2,bian3
匿,nrik4,nik1,ni4
區,khju1,keoi1,qu1
區,ʔuw1,au1,ou1
升,sying1,sing1,sheng1
午,ngu2,ng5,wu3
卉,xjwɨj2,wai2,hui4
半,pwan3,bun3,ban4
卌,sip4,se3,xi4
卑,pje1,bei1,bei1
卒,tswot4,zeot1,zu2
卒,tswit4,zeot1,zu2
卒,tshwot4,cyut3,cu4
卓,træwk4,coek3,zhuo2
協,hep4,hip3,xie2
博,pwak4,bok3,bo2
卜,puwk4,buk1,bu3
卞,bjen3,bin6,bian4
占,tsyem1,zim1,zhan1
占,tsyem3,zim3,zhan4
卣,yuw1,jau5,you3
卦,kwɛɨ3,gwaa3,gua4
卬,ngang1,ngong4,ang2
卬,ngjang2,joeng5,yang3
卯,mæw2,maau5,mao3
印,ʔin3,jan3,yin4
危,ngjwe1,ngai4,wei1
卲,dzyew3,siu6,shao4
即,tsik4,zik1,ji2
卵,lwan2,leon5,luan3
卶,sye3,ci2,chi3
卷,kjwen2,gyun2,juan3
卷,gjwon2,gyun2,juan4
卷,gjwen1,kyun4,quan2
卸,sjæ3,se3,xie4
卻,kjak4,koek3,que4
卿,khjæng1,hing1,qing1
厂,xan2,hon3,han3
厃,tsyem1,ngai5,wei3
厄,ʔɛk4,aak1,e4
厊,ngæ2,ngaa5,ya3
厎,tsyij2,zi2,di3
厏,tsræ2,zaa3,zha3
厓,ngɛɨ1,ngaai4,ya2
厖,mæwng1,pong4,mang2
厗,dej1,tai4,ti2
厙,syæ3,se3,she4
厚,huw2,hau5,hou4
厜,tsje1,ceoi1,zui1
厝,tshak4,cok3,cuo4
厝,tshak4,cok3,cuo4
厝,tshu3,cou3,cuo4
原,ngjwon1,jyun4,yuan2
厥,kjwot4,kyut3,jue2
厥,kjwot4,kyut3,jue2
厥,kjut4,kyut3,jue2
厧,ten1,din1,dian1
厬,kwij2,gwai2,gui3
厭,ʔjem2,jim3,yan4
厱,khɛm1,laam4,lan2
厲,ljej3,lai6,li4
厴,ʔjem2,jim2,yan3
厹,gjuw1,kau4,qiu2
去,khjo3,heoi3,qu4
去,khjo2,heoi3,qu4
叀,dzywen3,zyun1,hui4
參,srim1,sam1,shen1
參,srim1,sam1,shen1
參,tshom1,caam1,can1
參,sam1,saam1,san1
參,tshrim1,caam1,cen1
又,hjuw3,jau6,you4
叉,tshrɛɨ1,caa1,cha1
及,gip4,kap6,ji2
友,hjuw2,jau5,you3
反,pjwon2,faan2,fan3
反,phjwon1,faan1,fan3
叔,syuwk4,suk1,shu1
叔,syuwk4,suk1,shu1
叕,trjwet4,zyut3,zhuo2
取,tshju2,ceoi2,qu3
受,dzyuw2,sau6,shou4
叛,bwan3,bun6,pan4
叟,suw2,sau2,sou3
叢,dzuwng1,cung4,cong2
口,khuw2,hau2,kou3
古,ku2,gu2,gu3
句,kju3,geoi3,ju4
句,kuw1,ngau1,gou1
叨,thaw1,tou1,tao1
叩,khuw2,kau3,kou4
只,tsye1,zi2,zhi3
只,tsye2,zi2,zhi3
只,tsye2,zi2,zhi3
只,tsye2,zi2,zhi3
叫,kew3,giu3,jiao4
召,drjew3,ziu6,zhao4
召,dzyew3,siu6,shao4
叮,teng1,ding1,ding1
可,kha2,ho2,ke3
台,yi1,ji4,yi2
台,thoj1,toi1,tai1
叱,tshyit4,cik1,chi4
史,sri2,si2,shi3
右,hjuw2,jau6,you4
右,hjuw3,jau6,you4
叴,gjuw1,kau4,qiu2
叵,phwa2,po2,po3
司,si1,si1,si1
吁,xju1,heoi1,xu1
吃,kjɨt4,hek3,chi1
各,kak4,gok3,ge4
合,hop4,hap6,he2
吉,kit4,gat1,ji2
吊,tew3,diu3,diao4
同,duwng1,tung4,tong2
名,mjieng1,ming4,ming2
后,huw2,hau6,hou4
吏,li3,lei6,li4
吐,thu2,tou3,tu3
吐,thu3,tou3,tu4
向,xjang3,hoeng3,xiang4
向,syang3,hoeng3,xiang4
吒,træ3,zaa3,zha4
吝,lin3,leon6,lin4
吞,thon1,tan1,tun1
吟,ngim1,jam4,yin2
吠,bjwoj3,fai6,fei4
否,pjuw2,fau2,fou3
否,bij2,pei2,pi3
吪,ngwa1,ngo4,e2
含,hom1,ham4,han2
听,ngin2,jan5,yin3
吮,zywin2,syun5,shun3
吰,hwɛng1,wang4,hong2
吱,khje3,zi1,zhi1
吳,ngu1,ng4,wu2
吵,tshræw2,caau2,chao3
吷,xjwet4,hyut3,xue4
吸,xip4,kap1,xi1
吹,tshywe1,ceoi1,chui1
吹,tshywe3,ceoi1,chui4
吺,tuw1,dau1,dou1
吻,mjun2,man5,wen3
吼,xuw2,hau3,hou3
吽,xuw2,hau1,ou2
吾,ngu1,ng4,wu2
呀,ngæ1,aa1,ya1
呂,ljo2,leoi5,lü3
呃,ʔɛj3,aai3,ai4
呈,drjieng1,cing4,cheng2
告,kaw3,gou3,gao4
告,kowk4,guk1,gao4
告,kowk4,guk1,gao4
呢,nrij1,nei4,ni2
呥,nyem1,jim4,ran2
呦,ʔjiw1,jau1,you1
周,tsyuw1,zau1,zhou1
呫,thep4,tip3,tie4
呬,xij3,hei3,xi4
呭,yej3,jai6,yi4
呰,tsje2,zi2,zi3
呱,ku1,gu1,gua1
味,mjwɨj3,mei6,wei4
呴,xuw2,hau3,xu3
呵,xa1,ho1,he1
呵,xa3,ho1,he1
呶,nræw1,naau4,nao2
呷,xæp4,haap3,xia1
呺,xjew1,hiu1,xiao1
呻,syin1,san1,shen1
呼,xu1,fu1,hu1
命,mjæng3,meng6,ming4
呾,tat4,daat3,da2
呿,khjwa1,heoi3,qu4
咀,dzjo2,zeoi2,ju3
咂,tsop4,zaap3,za1
咄,twot4,deot1,duo1
咅,thuw3,tau3,pou3
咆,bæw1,paau4,pao2
咇,bit4,bat1,bie2
咈,bjut4,fat6,fu2
咋,tsræ3,zaa3,ze2
咋,tsræ3,zaak6,ze2
咋,tsræ3,zaa3,zha4
和,hwa1,wo4,he2
和,hwa1,wo6,he4
咍,xoj1,hoi1,hai1
咎,gjuw2,gau3,jiu4
咒,tsyuw3,zau3,zhou4
咠,tship4,cap1,qi4
咡,nyi1,ji6,er4
咢,ngak4,ngok6,e4
咥,det4,dit6,die2
咥,trhit4,hei3,xi4
咦,xij1,ji2,yi2
咨,tsij1,zi1,zi1
咫,tsye2,zi2,zhi3
咭,xit4,gat1,ji1
咮,tsyu1,zau3,zhou4
咳,hoj1,hoi4,hai2
咶,xwɛj3,waat6,huai4
咷,daw1,tou4,tao2
咸,hɛm1,haam4,xian2
咺,xjwon2,hyun2,xuan1
咻,xjuw1,heoi2,xiu1
咼,khwɛɨ1,waa1,wai1
咽,ʔen1,jin1,yan1
咽,ʔet4,jit3,ye4
咿,ʔij1,ji1,yi1
哀,ʔoj1,oi1,ai1
品,phim2,ban2,pin3
哂,syin2,can2,shen3
哃,duwng1,tung4,tong2
哄,huwng3,hung6,hong3
哇,ʔɛɨ1,waa1,wa1
哈,ngop4,ngap6,ha1
哉,tsoj1,zoi1,zai1
員,hjun1,wan4,yun2
哢,luwng3,lung6,long4
哤,mæwng1,mong4,mang2
哥,ka1,go1,ge1
哦,nga1,ngo4,e2
哨,sjew1,saau3,shao4
哫,tsjowk4,zuk1,zu2
哭,khuwk4,huk1,ku1
哮,xæw1,haau1,xiao4
哱,phwot4,po3,po4
哲,trjet4,zit3,zhe2
哳,træt4,zaat3,zha1
哷,ljwet4,lyut3,lie4
哹,pjuw1,fau4,fu2
哺,bu3,bou6,bu3
哽,kæng2,gang2,geng3
哿,ka2,go2,ge3
唁,ngjen3,jin6,yan4
唄,bæj3,baai6,bai4
唅,xom1,ham4,han1
唆,swa1,so1,suo1
唈,ʔip4,jap1,yi4
唊,kep4,gaap3,jia2
唌,dan1,jin4,xian2
唏,xjɨj2,hei1,xi1
唐,dang1,tong4,tang2
唧,tsit4,zik1,ji1
唧,tsit4,zik1,ji1
唪,buwng2,fung2,feng3
唫,ngim1,am4,jin4
唭,khi3,kei3,qi4
售,dzyuw3,sau6,shou4
唯,ywij1,wai4,wei2
唯,ywij2,wai2,wei2
唱,tshyang3,coeng3,chang4
唲,nye1,ji4,er2
唳,lej3,lit6,li4
唴,khjang3,goeng6,qiang4
唵,ʔom2,am2,an3
唶,tsjæ3,zik1,jie4
唹,ʔjo1,jyu1,yu1
唻,lɛj1,laai4,lai2
唻,lɛj1,loi5,lai3
唾,thwa3,to3,tuo4
啀,ngɛɨ1,ngaai4,ai2
啁,træw1,zaau1,zhao1
啂,nuw2,nau5,nou3
啄,tuwk4,doek3,zhuo2
啅,træwk4,doek3,zhuo2
商,syang1,soeng1,shang1
啇,tek4,dik1,di4
啉,lom1,laam4,lan2
啉,lom1,laam4,lan2
啌,xæwng1,hong1,xiang1
啍,dwon1,tan1,tun1
問,mjun3,man6,wen4
啐,tshwæj3,ceoi3,cui4
啑,tej3,zaap3,sha4
啒,kwot4,gwat1,gu3
啕,daw1,tou4,tao2
啖,dam2,daam6,dan4
啙,tsej1,zi2,zi3
啜,trjwej3,zyut3,chuo4
啞,ʔæ2,aa2,ya3
啞,ʔæk4,ak1,ya3
啞,ʔæ3,aa1,ya1
啟,khej2,kai2,qi3
啻,sye3,ci3,chi4
啼,dej1,tai4,ti2
啾,tsjuw1,zau1,jiu1
喀,khæk4,haak3,ka1
喁,ngjowng1,jung4,yong2
喃,nrɛm1,naam4,nan2
善,dzyen2,sin6,shan4
喅,yuwk4,juk6,yu4
喈,kɛj1,gaai1,jie1
喉,huw1,hau4,hou2
喊,xam2,haam3,han3
喋,dep4,dip6,die2
喋,tep4,dip6,die2
喋,dræp4,zaap6,zha2
喌,tsyuw1,zau1,zhou1
喎,khwɛɨ1,waa1,wai1
喑,ʔim1,ngam6,yin1
喓,ʔjew1,jiu1,yao1
喔,ʔæwk4,ak1,wo4
喗,ngjun2,wan5,yun3
喘,tshywen2,cyun2,chuan3
喙,xjwoj3,fui3,hui4
喚,xwan3,wun6,huan4
喛,xjwon1,wun6,huan4
喜,xi2,hei2,xi3
喝,ʔæj3,hot3,he4
喝,ʔæj3,jit3,ye4
喟,khwij3,wai2,kui4
喠,tsyowng2,zung2,zhong3
喢,tshyep4,saap3,sha4
喣,xju2,heoi2,xu4
喤,hwæng1,wong4,huang2
喥,dak4,dok6,duo2
喦,nyep4,nip6,nie4
喧,xjwon1,hyun1,xuan1
喪,sang1,song1,sang1
喪,sang3,song3,sang4
喫,khek4,hek3,chi1
喭,ngan3,jin5,yan4
單,tan1,daan1,dan1
單,dzyen1,sim4,chan2
單,dzyen2,sin6,shan4
喻,yu3,jyu6,yu4
嗀,xuwk4,hok3,hu4
嗂,yew1,jiu4,yao2
嗃,xæw1,hok3,he4
嗅,xjuw3,cau3,xiu4
嗇,srik4,sik1,se4
嗇,srik4,sik1,se4
嗇,srik4,sik1,se4
嗉,su3,sou3,su4
嗊,xuwng2,hung2,hong3
嗋,xjæp4,hip3,ai4
嗌,ʔjek4,jik1,yi4
嗑,hap4,gaap3,ke4
嗒,thap4,taap3,ta4
嗒,top4,daap1,da1
嗔,tshyin1,can1,chen1
嗕,nyowk4,juk6,ru4
嗗,ʔwɛt4,waat3,wa1
嗙,pæng1,pong3,beng1
嗚,ʔu1,wu1,wu1
嗛,khem2,him2,xian2
嗜,dzyij3,si3,shi4
嗝,kɛk4,gaak3,ge2
嗞,tsi1,zi1,zi1
嗟,tsjæ1,ze1,jie1
嗢,ʔwot4,wat1,wa4
嗣,zi3,zi6,si4
嗤,tshyi1,ci1,chi1
嗷,ngaw1,ngou4,ao2
嗸,ngaw1,ngou4,ao2
嗹,len1,lin4,lian2
嗺,tsju1,ceoi1,zui1
嗼,mak4,mak6,mo4
嗽,suw3,sok3,sou4
嗾,suw2,sau2,sou3
嗿,thom2,taam2,tan3
嘁,tsop4,ci1,qi1
嘂,kew3,giu3,jiao4
嘆,than1,taan3,tan4
嘈,dzaw1,cou4,cao2
嘉,kæ1,gaa1,jia1
嘍,luw1,lau4,lou2
嘎,kɛt4,gaa1,ga1
嘏,kæ2,gaa2,gu3
嘐,xæw1,haau1,xiao1
嘐,kæw1,gaau1,jiao1
嘑,xu1,fu1,hu1
嘒,xwej3,wai3,hui4
嘓,kwɛk4,gwok3,guo1
嘔,ʔuw2,au2,ou3
嘔,ʔuw1,au1,ou1
嘕,xjen1,hin1,xian1
嘖,tsræk4,zaak3,ze2
嘗,dzyang1,soeng4,chang2
嘩,xwæ1,waa1,hua2
嘪,mɛɨ2,maai5,mai3
嘫,nrɛn1,jin4,ran2
嘬,tshrwæj3,caai3,chuai4
嘯,sew3,siu3,xiao4
嘰,kjɨj1,gei1,ji1
嘲,træw1,zaau1,chao2
嘳,khwij3,wai2,kui4
嘵,xew1,hiu1,xiao1
嘶,sej1,sai1,si1
嘹,lew1,liu4,liao2
嘺,gjew1,kiu4,qiao2
嘻,xi1,hei1,xi1
嘽,than1,zin2,tan1
嘾,dom2,daam6,dan4
噁,ʔu3,wu3,wu4
噂,tswon2,zyun2,zun3
噅,xjwe1,fai1,hui1
噆,tshom2,zaap3,zan3
噇,dræwng1,cong4,chuang2
噈,tsjuwk4,zuk1,cu4
噊,zywit4,jyut6,yu4
噋,thwon1,teon1,tun1
噌,tshrɛng1,cang1,cheng1
噍,dzjew3,ziu1,jiao4
噎,ʔet4,jit3,ye1
噏,xip4,ngap1,xi1
噓,xjo1,heoi1,xu1
噞,ngjem2,jim2,yan3
噢,ʔju2,jyu2,yu3
噣,trjuw3,zau3,zhou4
噤,gim2,gam3,jin4
噥,nowng1,nung4,nong2
噦,ʔjwot4,jyut6,yue1
噦,xwaj3,wai3,hui4
噧,xɛj3,haai3,xie4
器,khij3,hei3,qi4
噩,ngak4,ngok6,e4
噪,saw3,cou3,zao4
噫,ʔi1,ji1,yi1
噫,ʔɛj3,aai3,ai4
噬,dzyej3,sai6,shi4
噭,kew3,giu3,jiao4
噮,ʔwen3,jyun3,yuan1
噰,ʔjowng1,jung1,xue2
噱,gjak4,koek6,jue2
噲,khwæj3,faai3,kuai4
噳,ngju2,jyu5,yu3
噴,phwon1,pan3,pen1
噿,tswij2,zeoi2,zui3
嚀,neng1,ning4,ning2
嚂,xam2,laam6,lan4
嚃,thop4,daap6,ta4
嚄,hwæk4,waak6,huo4
嚅,nyu1,jyu4,ru2
嚇,xæ3,haak3,xia4
嚇,xæk4,haak1,he4
嚌,dzej3,zai6,ji4
嚏,tej3,tai3,ti4
嚖,xwej3,wai3,hui4
嚗,pæwk4,bok3,bo2
嚘,ʔjuw1,jau1,you1
嚚,ngin1,ngan4,yin2
嚛,xuwk4,huk1,hu4
嚜,mij3,mak1,me
嚥,ʔen3,jin3,yan4
嚧,lu1,lou4,lu2
嚨,luwng1,lung4,long2
嚫,tshrin3,can3,chen4
嚬,bin1,pan4,pin2
嚭,phij2,pei2,pi3
嚮,xjang3,hoeng3,xiang4
嚮,xjang2,hoeng2,xiang3
嚱,xje3,hei1,xi1
嚲,ta2,do2,duo3
嚳,khowk4,guk1,ku4
嚴,ngjæm1,jim4,yan2
嚵,dzræm1,caam4,chan2
嚶,ʔɛng1,jing1,ying1
嚻,xjew1,hiu1,xiao1
嚼,dzjak4,zoek3,jiao2
嚾,xwan3,fun1,huan1
囀,trjwen3,zyun2,zhuan4
囁,nyep4,zip3,nie4
囃,tshap4,caap3,ca4
囈,ngjej3,ngai6,yi4
囉,la1,lo4,luo1
囊,nang1,nong4,nang2
囋,dzan3,zaan3,zan4
囏,kɛn1,gaan1,jian1
囐,dzat4,zaan3,za2
囑,tsyowk4,zuk1,zhu3
囚,zjuw1,cau4,qiu2
回,hwoj1,wui4,hui2
囟,sin3,seon3,xin4
因,ʔin1,jan1,yin1
囤,dwon2,tyun4,tun2
囤,dwon2,deon6,dun4
囧,kjwæng2,gwing2,jiong3
囩,hjin1,wan4,yun2
囪,tshuwng1,cung1,cong1
囮,ngwa1,ngo4,e2
困,khwon3,kwan3,kun4
囷,khin1,kwan1,qun1
囹,leng1,ling4,ling2
固,ku3,gu3,gu4
圁,ngin1,ngan4,yin2
圂,hwon3,wan6,hun4
圃,pu2,pou2,pu3
圄,ngjo2,jyu5,yu3
圈,gjwon2,gyun6,juan4
圉,ngjo2,jyu5,yu3
圊,tshjieng1,cing1,qing1
國,kwok4,gwok3,guo2
圌,dzywen1,cyun4,chuan2
圌,dzywe1,seoi4,chui2
圍,hjwɨj1,wai4,wei2
園,hjwon1,jyun4,yuan2
圓,zjwen1,jyun4,yuan2
圔,ʔɛp4,aap3,ya4
圖,du1,tou4,tu2
團,dwan1,tyun4,tuan2
圛,yek4,jik6,yi4
圜,hwæn1,waan4,huan2
圜,hjwen1,jyun4,yuan2
圞,lwan1,lyun4,luan2
土,thu2,tou2,tu3
圠,ʔɛt4,aat3,ya4
圢,then2,ting5,ting3
圣,khwot4,fat1,ku1
在,dzoj2,zoi6,zai4
圪,ngit4,ngat6,ge1
圬,ʔu1,wu1,wu1
圭,kwej1,gwai1,gui1
圮,bij2,pei2,pi3
圯,yi1,ji4,yi2
地,dij3,dei6,di4
圱,tshen1,cin1,qian1
圻,gjɨj1,kei4,qi2
圿,kɛt4,git3,jia2
址,tsyi2,zi2,zhi3
坁,tsye2,zi2,zhi3
坄,duw1,jik6,yi4
坅,khim2,gam2,qin3
均,kwin1,gwan1,jun1
坉,dwon1,tyun4,tun2
坊,bjwang1,fong1,fang1
坊,bjwang1,fong4,fang2
坋,bjun2,fan5,ben4
坌,bwon3,ban6,ben4
坎,khom2,ham2,kan3
坐,dzwa2,co5,zuo4
坐,dzwa3,zo6,zuo4
坑,khæng1,haang1,keng1
坒,bij3,bai6,bi4
坡,phwa1,bo1,po1
坢,phwan2,pun5,pan3
坤,khwon1,kwan1,kun1
坥,tshjo1,ceoi1,qu1
坦,than2,taan2,tan3
坩,kham1,ham1,gan1
坪,bjæng1,ping4,ping2
坫,tem3,dim3,dian4
坬,kwæ3,gwaa3,gua4
坭,nej2,nai4,ni2
坯,phwoj1,pui1,pi1
坰,kweng1,gwing1,jiong1
坱,ʔang2,joeng2,yang3
坲,bjut4,fat6,fo2
坳,ʔæw1,aau3,ao4
坴,ljuwk4,luk6,lu4
坷,kha2,ho2,ke3
坹,xwet4,jyut6,xue4
坺,bjwot4,baat6,ba2
坻,drij1,ci4,chi2
坻,tsye2,dai2,di3
垂,dzywe1,seoi4,chui2
型,heng1,jing4,xing2
垍,gij3,gei3,ji4
垎,hæk4,haak6,he4
垑,tshye2,ci2,chi3
垓,koj1,goi1,gai1
垔,ʔin1,jan1,yin1
垕,huw2,hau6,hou4
垗,drjew2,ziu6,zhao4
垘,bok4,baak6,fu2
垙,kwang1,gwong1,guang1
垚,ngew1,jiu1,yao2
垛,dwa2,do2,duo4
垝,kjwe2,gwai2,gui3
垠,ngin1,ngan4,yin2
垡,bjwot4,fat6,fa2
垢,kuw2,gau3,gou4
垣,hjwon1,wun4,yuan2
垤,det4,dit6,die2
垶,sjwieng1,sing1,xing1
垷,ken2,jin6,xian4
垸,hwan1,wun6,huan2
垹,pæwng1,bong1,bang1
垻,pæ3,baa3,ba4
垽,ngin3,ngan6,yin4
埂,kæng1,gang2,geng3
埃,ʔoj1,oi1,ai1
埆,khæwk4,gok3,que4
埇,yowng2,cung1,yong3
埈,swin3,seon3,xun4
埋,mɛj1,maai4,mai2
埌,lang3,long6,lang4
埍,hwen2,gyun2,juan3
埏,yen1,jin4,yan2
埏,syen1,sin1,shan1
埐,tsim1,zam1,jin1
埒,ljwet4,lyut3,lie4
埝,tem3,nim6,nian4
域,hjwik4,wik6,yu4
埢,kjwen2,gyun3,juan3
埤,bje1,pei4,pi2
埧,gju3,geoi6,ju4
埩,dzrɛng1,zang1,zheng1
埪,khuwng1,hung1,kong1
埬,tuwng1,dung1,dong1
埭,doj3,dai6,dai4
埯,ʔam2,am2,an3
埰,tshoj3,coi3,cai4
埱,tshyuwk4,cuk1,chu4
埲,buwng2,pung1,beng3
埴,tshyi3,zik6,zhi2
埵,twa2,do2,duo3
埶,ngjej3,ngai6,yi4
執,tsyip4,zap1,zhi2
埸,yek4,jik6,yi4
培,bwoj1,pui4,pei2
培,buw2,bau6,pou3
基,ki1,gei1,ji1
埻,tsywin2,zeon2,zhun3
埽,saw2,sou3,sao4
埾,dzju3,zeoi6,ju4
堀,gjut4,fat1,ku1
堁,khwa2,fo3,ke4
堂,dang1,tong4,tang2
堄,ngej2,ngai4,ni4
堅,ken1,gin1,jian1
堆,twoj1,deoi1,dui1
堈,kang1,gong1,gang1
堉,yuwk4,juk6,yu4
堊,ʔak4,ok3,e4
堋,bong1,pang4,peng2
堗,dwot4,dat6,tu2
堙,ʔin1,jan1,yin1
堚,hwon1,waan4,hun2
堛,phik4,pik1,bi4
堜,len3,lin6,lian4
堞,dep4,dip6,die2
堟,drjwen2,zyun6,zhuan4
堠,huw3,hau6,hou4
堡,paw2,bou2,bao3
堢,paw2,bou2,bao3
堣,ngju1,jyu4,yu2
堤,tej1,tai4,di1
堥,maw1,mou4,mao2
堧,nywen1,jyun4,ruan2
堨,ʔat4,ngaat3,e4
堩,kong3,gang2,geng4
堪,khom1,ham1,kan1
堫,tsuwng1,zung1,zong1
堬,yu1,jyu4,yu2
堭,hwang1,wong4,huang2
堮,ngak4,ngok6,e4
堯,ngew1,jiu4,yao2
堰,ʔjon2,jin2,yan4
報,paw3,bou3,bao4
堲,tsit4,zik1,ji2
場,drjang1,coeng4,chang3
場,drjang1,coeng4,chang2
堵,tu2,dou2,du3
堵,tsyæ2,ze2,zhe3
堶,dwa1,to4,tuo2
堸,bjuwng1,fung4,feng2
堹,trjowng3,zung3,zhong4
塈,gij3,hei3,ji4
塉,dzjek4,zik6,ji2
塊,khwoj3,faai3,kuai4
塋,ywieng1,jing4,ying2
塍,zying1,sing4,cheng2
塎,yowng2,jung5,yong3
塏,khoj2,hoi2,kai3
塑,su3,sou3,su4
塒,dzyi1,si4,shi2
塓,mek4,mik6,mi4
塔,thap4,taap3,ta3
塕,ʔuwng2,jung2,weng3
塖,zying1,sing4,cheng2
塗,du1,tou4,tu2
塘,dang1,tong4,tang2
塙,khæwk4,kok3,que4
塚,trjowng2,cung2,zhong3
塛,lit4,leot6,li4
塞,sok4,sak1,sai1
塞,soj3,coi3,sai4
塠,twoj1,deoi1,dui1
塢,ʔu2,wu2,wu4
塤,xjwon1,fan1,xun1
填,trin1,tin4,tian2
塯,ljuw3,lau6,liu4
塵,drin1,can4,chen2
塹,tshjem3,cim3,qian4
塺,mwoj1,mui4,mei2
塻,mak4,mok6,mo4
塽,srjang2,song2,shuang3
塾,dzyuwk4,suk6,shu2
塿,luw2,lau5,lou3
墀,drij1,ci4,chi2
墁,mwan1,maan6,man4
境,kjæng2,ging2,jing4
墄,tshok4,cak1,qi1
墅,dzyo2,seoi5,shu4
墆,det4,zai6,zhi4
墆,dej3,dai3,di4
墇,tsyang1,ging2,zhang4
墉,yowng1,jung4,yong1
墊,tem3,dim3,dian4
墊,tem3,dip6,die2
墋,tshrim2,cam2,chen1
墌,tsyek4,zek3,zhi2
墐,gin1,gan2,jin4
墓,mu3,mou6,mu4
墜,drwij3,zeoi6,zhui4
墝,khæw1,haau1,qiao1
增,tsong1,zang1,zeng1
墟,khjo1,heoi1,xu1
墠,dzyen2,sin6,shan4
墡,dzyen2,sin6,shan4
墣,phuwk4,pok3,pu2
墤,dwoj1,faai3,kuai4
墦,bjwon1,faan4,fan2
墨,mok4,mak6,mo4
墩,twon1,deon1,dun1
墫,tshwin1,deon1,zun1
墭,dzyieng3,sing6,sheng4
墲,mju1,mou4,wu3
墳,bjun1,fan4,fen2
墳,bjun2,fan5,fen4
墺,ʔaw3,ou3,ao4
墼,kek4,gik1,ji1
墽,khew1,hiu1,qiao1
墾,khon2,han2,ken3
墿,yek4,jik6,yi4
壁,pek4,bik1,bi4
壂,den3,din6,dian4
壅,ʔjowng1,jung2,yong1
壇,dan1,taan4,tan2
壈,lom2,lam5,lan3
壍,tshjem3,cim3,qian4
壏,hæm2,haam5,han3
壑,xak4,kok3,he4
壒,ʔaj3,oi2,ai4
壓,ʔæp4,aat3,ya1
壔,taw2,dou2,dao3
壕,haw1,hou4,hao2
壗,zin3,zing1,jin4
壘,lwij2,leoi5,lei3
壙,khwang3,kwong3,kuang4
壚,lu1,lou4,lu2
壛,yem1,jim4,yan2
壝,ywij1,wai4,wei2
壞,kwɛj3,waai6,huai4
壣,lin1,leon4,lin2
壤,nyang2,joeng6,rang3
壬,nyim1,jam4,ren2
壯,tsrjang3,zong3,zhuang4
壴,trju3,syu6,zhu4
壹,ʔit4,jat1,yi1
壺,hu1,wu4,hu2
壼,khwon2,kwan2,kun3
壽,dzyuw2,sau6,shou4
壾,mang2,mong5,mang3
夂,trij2,zi2,zhi3
夃,ku2,gu2,gu3
夆,bjowng1,fung1,feng2
夋,tshwin1,ceon1,qun1
夌,ling1,ling4,ling2
复,bjuwk4,fuk6,fu4
夎,tswoj3,zo3,cuo4
